LABEL,TEXT
barely-true,"Says its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death."
mostly-true,"Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance."
TRUE,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes."
FALSE,"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews."
mostly-true,We have the highest (corporate tax rates) in the world right now.
TRUE,"The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees."
FALSE,"You cant read a speech by George Washington . . . without hearing him reference God, the Almighty."
barely-true,"Says Jeff Wentworth, bending the rules, has used $211,743.96 in campaign contributions to lease luxury cars."
FALSE,"Says If Oregons Legislature simply authorizes $450 million for the CRC, it will leave Oregon holding the bag for a great deal more cost responsibility."
mostly-true,We cut property taxes for seniors and our middle class.
FALSE,There were $2 billion in earmarks in fiscal year 2012.
barely-true,Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.
FALSE,"Under David Dewhursts leadership, the Texas Senate passed an expansion of in-state tuition and free health care to illegal immigrants."
FALSE,Photos prove the Denver light rail system has low ridership.
TRUE,Rhode Island already gets more revenue per capita from gambling than any other state in the country.
TRUE,"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year."
barely-true,Says U.S. Senate candidate Eric Hovde has no problem with raising taxes.
pants-fire,"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas."
pants-fire,Nancy Pelosi wants a Windfall Tax on Retirement Income.
barely-true,We get practically nothing compared to the cost of keeping U.S. military forces in South Korea.
half-true,"When we go to vote, they ask for drivers license and verify that you are a voter and a citizen in the state of Texas."
half-true,"Before this law was passed, Americans were told they could keep their current health care plans. After it became law, the administration issued regulations stating nearly half of Americans would lose their current plan."
FALSE,U.S. Rep. Stephen Fincher is the only working farmer currently serving in the House.
half-true,"I built the last nuclear plant not only in the state, but in the country."
FALSE,Milwaukee police and firefighters are routinely getting 4 percent raises annually while everybody else is either getting zero or one percent raises.
mostly-true,"When you have 8,000 veterans a year committing suicide, then you have a serious problem."
FALSE,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike."
TRUE,I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.
FALSE,Gov. Scott Walkers plan to freeze pay for state employees includes a 5.4 percent raise for himself.
FALSE,"As district attorney, Susan Happ took $180,000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution."
FALSE,"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election."
TRUE,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses."
mostly-true,Tourism and retirees are the dominant economic engines in our state.
half-true,Fewer Democrats were on the Georgia general election ballot in 2012 than in more than 100 years.
half-true,There is not one single federal housing program yet that has not needed a bailout to survive.
pants-fire,Sheriffs Call For Obamas Lynching While Leader Meets With GOP Senators
FALSE,Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.
barely-true,"Youre paying for...(state Sen. Diane Allens) health care, and she took yours away."
FALSE,Illegal immigrants mow the grass around the (Texas) Capitol.
TRUE,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief."
FALSE,"Under Obama, the national debt has been reduced every year for the last five years."
TRUE,"Since 1961 our private economy has produced 66 million private-sector jobs. So whats the jobs score? Republicans 24 million, Democrats 42 (million)."
